Player,Year,Player Year,Games,Total plays,On-ball PRF/g,On-ball PRF baseline,On-ball Plays/g,On-ball rORTG,On-ball PC/g,Off-ball: Partner PRF/g,Off-ball: Partner PRF/g baseline,Off-ball: Partner Plays/g,Off-ball: Partner rORTG,Off-ball: Partner PC/g,Off-ball: Space PRF/g,Off-ball: Space PRF/g baseline,Off-ball: Space Plays/g,Off-ball: Space rORTG,Off-ball: Space PC/g,Off-ball: Crash PRF/g,Off-ball: Crash PRF/g baseline,Off-ball: Crash Plays/g,Off-ball: Crash rORTG,Off-ball: Crash PC/g,Transition PRF/g,Transition PRF/g baseline,Transition Plays/g,Transition rORTG,Transition PC/g,Total PRF/g,Total PRF/g baseline,Total Plays/g,Total rORTG,Total PC/g
Jarvis Hayes,2007-08,Jarvis Hayes 2007-08,82,651,2.7,2.9,3.2,-4.9,-0.15,0.0,0.1,0.1,-61.0,-0.04,2.9,2.9,3.0,-0.3,-0.01,0.7,0.6,0.6,15.5,0.09,1.3,1.0,1.1,27.7,0.30,7.7,7.5,7.9,2.3,0.18
Jarvis Hayes,2008-09,Jarvis Hayes 2008-09,73,748,2.8,2.8,3.1,-2.7,-0.08,0.4,0.3,0.4,11.8,0.04,4.7,4.7,4.8,-0.9,-0.04,0.9,0.9,0.8,8.1,0.06,1.5,1.1,1.2,34.1,0.41,10.2,9.9,10.2,3.7,0.38
Jarvis Hayes,2009-10,Jarvis Hayes 2009-10,45,456,2.8,2.8,3.1,-1.9,-0.06,0.4,0.3,0.4,12.6,0.04,4.5,4.7,4.9,-4.3,-0.21,0.8,0.8,0.7,-8.1,-0.06,1.5,1.0,1.1,44.7,0.50,9.9,9.7,10.1,2.2,0.22
Jarvis Varnado,2012-13,Jarvis Varnado 2012-13,11,24,0.9,1.3,1.5,-25.3,-0.37,0.2,0.4,0.4,-49.0,-0.18,0.0,0.0,0.0,,0.00,0.4,0.4,0.4,-10.5,-0.04,0.0,0.0,0.0,,0.00,1.5,2.1,2.2,-26.8,-0.58
Jarvis Varnado,2013-14,Jarvis Varnado 2013-14,23,128,2.1,2.4,2.7,-11.3,-0.30,0.9,0.6,0.6,50.6,0.31,0.6,0.5,0.5,29.4,0.14,1.7,1.5,1.4,8.4,0.12,0.6,0.4,0.4,49.6,0.22,5.9,5.4,5.6,8.6,0.48
Jason Collier,2006-07,Jason Collier 2006-07,5,1,0.0,0.2,0.2,-91.0,-0.18,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.0,0.2,0.2,-91.0,-0.18
Jason Collier,2007-08,Jason Collier 2007-08,4,1,0.0,0.2,0.3,-91.0,-0.23,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.0,0.2,0.3,-91.0,-0.23
Jason Collins,2005-06,Jason Collins 2005-06,71,496,2.5,2.7,3.0,-7.7,-0.23,0.2,0.5,0.5,-55.2,-0.26,1.6,1.8,1.8,-9.8,-0.18,0.9,1.4,1.3,-40.4,-0.51,0.4,0.4,0.4,9.6,0.04,5.6,6.8,7.0,-16.3,-1.14
Jason Collins,2006-07,Jason Collins 2006-07,80,348,1.4,1.8,2.0,-18.5,-0.37,0.3,0.3,0.3,-25.3,-0.08,0.4,0.6,0.7,-43.4,-0.28,1.0,1.3,1.1,-22.7,-0.26,0.3,0.2,0.3,9.3,0.02,3.3,4.3,4.4,-22.2,-0.97
Jason Collins,2007-08,Jason Collins 2007-08,71,240,1.0,1.2,1.4,-13.8,-0.19,0.4,0.6,0.5,-30.9,-0.17,0.1,0.2,0.2,-48.1,-0.11,1.2,1.3,1.2,-14.4,-0.17,0.0,0.1,0.1,-16.3,-0.01,2.8,3.4,3.4,-19.1,-0.65
Jason Collins,2008-09,Jason Collins 2008-09,32,126,1.2,1.6,1.8,-25.6,-0.46,0.3,0.6,0.5,-53.7,-0.29,0.1,0.5,0.5,-74.0,-0.37,1.3,1.2,1.1,0.4,0.00,0.0,0.0,0.0,,0.00,2.8,3.9,3.9,-28.1,-1.11
Jason Collins,2009-10,Jason Collins 2009-10,21,34,0.4,0.6,0.7,-32.2,-0.21,0.2,0.3,0.3,-37.3,-0.11,0.5,0.5,0.5,-6.9,-0.04,0.1,0.1,0.1,-35.7,-0.05,0.0,0.0,0.0,,0.00,1.2,1.6,1.6,-25.2,-0.41
Jason Collins,2010-11,Jason Collins 2010-11,46,167,1.3,1.5,1.6,-12.6,-0.20,0.3,0.3,0.3,-1.0,0.00,0.6,0.6,0.6,-2.5,-0.01,0.8,1.0,0.9,-24.6,-0.22,0.3,0.2,0.2,45.8,0.11,3.2,3.6,3.6,-9.2,-0.34
Jason Collins,2011-12,Jason Collins 2011-12,25,86,1.2,1.4,1.6,-13.9,-0.23,0.4,0.4,0.4,-7.7,-0.03,0.1,0.3,0.3,-66.1,-0.19,0.8,1.1,1.0,-28.4,-0.28,0.2,0.1,0.1,46.0,0.06,2.6,3.3,3.4,-19.5,-0.67
Jason Collins,2012-13,Jason Collins 2012-13,37,86,0.8,1.2,1.4,-27.2,-0.37,0.0,0.1,0.1,-99.0,-0.11,0.1,0.1,0.1,-48.0,-0.05,0.7,0.8,0.7,-13.8,-0.10,0.1,0.0,0.1,61.0,0.03,1.6,2.2,2.3,-25.4,-0.59
Jason Collins,2013-14,Jason Collins 2013-14,19,45,0.7,1.0,1.2,-29.3,-0.34,0.1,0.2,0.2,-33.3,-0.05,0.3,0.4,0.4,-22.9,-0.10,0.6,0.5,0.5,8.2,0.04,0.2,0.1,0.2,9.7,0.02,1.9,2.3,2.4,-18.3,-0.43
Jason Hart,2005-06,Jason Hart 2005-06,64,408,2.7,3.2,3.6,-14.3,-0.51,0.1,0.1,0.1,-14.0,-0.02,1.1,1.2,1.3,-9.1,-0.12,0.3,0.4,0.3,-15.6,-0.05,1.1,1.0,1.1,12.6,0.13,5.3,5.9,6.4,-8.9,-0.56
Jason Hart,2006-07,Jason Hart 2006-07,33,457,8.0,8.1,8.9,-1.4,-0.12,0.0,0.0,0.0,-91.0,-0.03,1.9,2.3,2.3,-14.7,-0.34,0.5,0.5,0.4,13.6,0.06,2.4,2.0,2.2,20.6,0.44,12.8,12.8,13.8,0.1,0.01
Jason Hart,2007-08,Jason Hart 2007-08,58,376,3.3,3.8,4.1,-10.1,-0.42,0.1,0.1,0.1,57.5,0.04,0.9,1.3,1.3,-28.9,-0.37,0.4,0.4,0.3,-8.2,-0.03,0.7,0.6,0.7,11.3,0.08,5.4,6.1,6.5,-10.7,-0.70
Jason Hart,2008-09,Jason Hart 2008-09,36,133,1.1,1.8,2.0,-36.8,-0.75,0.0,0.0,0.0,-92.0,-0.03,0.7,1.1,1.1,-34.7,-0.40,0.1,0.2,0.2,-48.4,-0.09,0.3,0.3,0.3,-9.4,-0.03,2.2,3.5,3.7,-34.9,-1.29
Jason Hart,2009-10,Jason Hart 2009-10,3,6,1.7,1.8,2.0,-4.3,-0.09,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,1.7,1.8,2.0,-4.3,-0.09
Jason Kapono,2005-06,Jason Kapono 2005-06,49,255,1.5,1.6,1.8,-7.2,-0.13,0.2,0.1,0.1,68.2,0.07,2.6,2.2,2.4,15.0,0.36,0.4,0.5,0.4,-5.0,-0.02,0.5,0.4,0.5,9.7,0.05,5.2,4.9,5.2,6.2,0.32
Jason Kapono,2006-07,Jason Kapono 2006-07,66,807,4.2,4.4,4.8,-3.1,-0.15,0.1,0.2,0.2,-17.9,-0.03,6.1,5.0,5.3,20.6,1.10,0.6,0.5,0.5,20.8,0.10,1.7,1.3,1.4,27.4,0.39,12.8,11.4,12.2,11.6,1.41
Jason Kapono,2007-08,Jason Kapono 2007-08,80,660,2.2,2.5,2.8,-9.9,-0.27,0.2,0.2,0.2,6.9,0.02,4.0,3.6,3.7,11.1,0.41,0.6,0.6,0.5,14.9,0.07,1.4,1.0,1.1,32.9,0.36,8.4,7.8,8.3,7.1,0.58
Jason Kapono,2008-09,Jason Kapono 2008-09,80,926,3.6,3.8,4.2,-4.7,-0.20,0.3,0.4,0.4,-26.2,-0.11,5.8,5.1,5.2,13.4,0.70,0.5,0.4,0.4,14.4,0.05,1.5,1.3,1.4,15.2,0.21,11.6,10.9,11.6,5.6,0.65
Jason Kapono,2009-10,Jason Kapono 2009-10,55,436,1.8,2.1,2.3,-11.0,-0.25,0.6,0.6,0.7,-5.9,-0.04,3.5,3.3,3.4,5.4,0.18,0.2,0.1,0.1,47.0,0.06,1.5,1.3,1.4,13.8,0.20,7.6,7.5,7.9,1.9,0.15
Jason Kapono,2010-11,Jason Kapono 2010-11,13,41,0.8,0.9,1.0,-10.2,-0.10,0.2,0.2,0.2,-24.3,-0.06,0.8,1.5,1.6,-42.9,-0.69,0.0,0.1,0.1,-124.0,-0.10,0.2,0.2,0.2,9.3,0.02,2.0,3.0,3.2,-29.3,-0.93
Jason Kapono,2011-12,Jason Kapono 2011-12,23,88,1.3,1.4,1.6,-6.8,-0.11,0.3,0.2,0.2,72.6,0.16,1.4,1.5,1.7,-9.6,-0.16,0.1,0.1,0.1,-3.0,0.00,0.3,0.3,0.3,12.6,0.04,3.4,3.5,3.8,-1.8,-0.07
Jason Kidd,2005-06,Jason Kidd 2005-06,80,2355,15.5,15.1,16.7,2.6,0.43,0.2,0.2,0.2,21.6,0.04,5.0,4.6,4.8,8.7,0.42,0.5,0.5,0.4,4.2,0.02,7.2,6.6,7.4,7.8,0.57,28.4,26.9,29.4,5.0,1.48
Jason Kidd,2006-07,Jason Kidd 2006-07,80,2618,18.8,18.7,20.6,0.4,0.07,0.2,0.2,0.3,-29.9,-0.08,4.9,4.4,4.6,10.1,0.46,0.6,0.6,0.6,2.0,0.01,7.2,6.1,6.7,16.0,1.07,31.6,30.0,32.7,4.7,1.54
Jason Kidd,2007-08,Jason Kidd 2007-08,80,2591,17.8,18.1,19.8,-1.2,-0.23,0.1,0.1,0.1,-27.1,-0.03,5.0,4.4,4.5,12.4,0.56,0.3,0.4,0.4,-10.0,-0.04,7.6,6.9,7.6,9.1,0.69,30.9,29.9,32.4,3.0,0.96
Jason Kidd,2008-09,Jason Kidd 2008-09,81,2354,18.2,16.8,18.4,7.6,1.40,0.1,0.1,0.1,-21.9,-0.03,5.4,4.4,4.4,22.1,0.98,0.2,0.3,0.2,-19.6,-0.05,6.2,5.3,5.8,15.4,0.90,30.1,26.9,29.1,11.0,3.20
Jason Kidd,2009-10,Jason Kidd 2009-10,80,2541,19.7,19.1,20.9,2.8,0.58,0.3,0.2,0.3,31.9,0.08,6.4,5.0,5.1,28.8,1.47,0.2,0.2,0.2,-11.6,-0.02,5.7,4.9,5.3,16.0,0.85,32.3,29.3,31.8,9.3,2.96
Jason Kidd,2010-11,Jason Kidd 2010-11,80,2292,19.0,16.9,18.7,11.4,2.13,0.3,0.3,0.3,8.2,0.03,4.4,4.4,4.5,0.9,0.04,0.1,0.2,0.2,-26.7,-0.04,5.3,4.6,5.1,13.3,0.68,29.2,26.3,28.7,9.9,2.84
Jason Kidd,2011-12,Jason Kidd 2011-12,48,1019,12.8,12.2,13.9,4.8,0.67,0.1,0.1,0.1,12.6,0.02,3.7,3.5,3.7,6.1,0.23,0.0,0.1,0.1,-98.0,-0.06,3.4,3.0,3.4,13.8,0.47,20.2,18.8,21.2,6.3,1.33
Jason Kidd,2012-13,Jason Kidd 2012-13,76,1125,8.5,7.8,8.7,8.9,0.77,0.0,0.1,0.1,-91.1,-0.12,3.8,3.6,3.7,3.7,0.14,0.1,0.1,0.1,-34.0,-0.03,2.6,1.9,2.2,30.7,0.67,15.0,13.5,14.8,9.7,1.43
Jason Maxiell,2005-06,Jason Maxiell 2005-06,26,86,0.9,1.5,1.7,-35.8,-0.61,0.1,0.1,0.1,-2.5,0.00,0.3,0.3,0.3,-6.0,-0.02,0.7,0.7,0.7,-1.5,-0.01,0.3,0.5,0.5,-26.1,-0.14,2.3,3.1,3.3,-23.5,-0.78
Jason Maxiell,2006-07,Jason Maxiell 2006-07,63,365,1.7,2.1,2.3,-17.8,-0.42,0.4,0.4,0.4,-14.3,-0.06,0.5,0.7,0.7,-19.9,-0.14,1.7,1.9,1.7,-7.9,-0.13,0.8,0.6,0.7,38.6,0.25,5.2,5.7,5.8,-8.5,-0.50
Jason Maxiell,2007-08,Jason Maxiell 2007-08,82,694,3.1,3.5,3.8,-8.8,-0.34,0.7,0.8,0.8,-13.5,-0.10,0.5,0.5,0.6,-13.2,-0.07,3.3,2.9,2.6,16.5,0.43,1.0,0.7,0.7,44.4,0.32,8.6,8.3,8.5,2.8,0.24
Jason Maxiell,2008-09,Jason Maxiell 2008-09,78,494,1.5,1.9,2.1,-20.0,-0.42,0.7,0.6,0.6,4.9,0.03,0.4,0.6,0.6,-39.4,-0.24,3.1,2.7,2.5,17.1,0.43,0.7,0.5,0.5,37.4,0.20,6.3,6.3,6.3,0.1,0.00
Jason Maxiell,2009-10,Jason Maxiell 2009-10,76,659,2.7,3.3,3.6,-15.9,-0.57,1.1,1.1,1.1,-3.8,-0.04,0.6,0.7,0.7,-8.6,-0.06,2.9,2.9,2.7,1.9,0.05,0.8,0.6,0.6,25.0,0.16,8.1,8.5,8.7,-5.3,-0.46
Jason Maxiell,2010-11,Jason Maxiell 2010-11,55,319,1.8,2.2,2.4,-18.5,-0.45,0.6,0.6,0.6,-4.1,-0.02,0.3,0.4,0.4,-18.8,-0.07,2.1,2.3,2.1,-11.2,-0.23,0.4,0.3,0.3,20.5,0.07,5.1,5.8,5.8,-12.2,-0.71
Jason Maxiell,2011-12,Jason Maxiell 2011-12,65,604,2.8,3.3,3.8,-12.2,-0.46,1.1,1.2,1.2,-6.0,-0.07,0.8,1.0,1.1,-25.0,-0.28,2.9,3.0,2.8,-2.9,-0.08,0.4,0.3,0.4,12.6,0.05,8.0,8.8,9.3,-9.1,-0.84
Jason Maxiell,2012-13,Jason Maxiell 2012-13,72,742,3.2,3.8,4.3,-14.2,-0.61,1.2,1.5,1.5,-20.1,-0.30,0.8,1.2,1.2,-32.2,-0.38,3.2,2.8,2.7,12.1,0.33,0.6,0.6,0.6,4.2,0.03,8.9,9.9,10.3,-9.2,-0.94
Jason Maxiell,2013-14,Jason Maxiell 2013-14,32,152,2.0,2.0,2.3,-1.9,-0.04,0.5,0.6,0.6,-15.9,-0.09,0.2,0.6,0.6,-59.0,-0.33,1.2,1.3,1.2,-15.8,-0.19,0.2,0.1,0.1,59.5,0.07,4.1,4.6,4.8,-12.4,-0.59
Jason Maxiell,2014-15,Jason Maxiell 2014-15,59,312,1.6,1.8,2.1,-13.6,-0.28,1.0,1.0,1.0,-4.3,-0.04,0.1,0.3,0.3,-65.5,-0.21,1.6,1.8,1.7,-15.4,-0.27,0.1,0.1,0.2,-1.0,0.00,4.3,5.1,5.3,-15.2,-0.80
Jason Preston,2022-23,Jason Preston 2022-23,14,117,4.6,5.4,5.4,-14.3,-0.78,0.0,0.0,0.0,,0.00,0.4,0.7,0.6,-37.4,-0.24,0.4,0.4,0.3,27.0,0.08,2.3,2.0,2.0,14.5,0.29,7.8,8.4,8.4,-7.8,-0.65
Jason Preston,2023-24,Jason Preston 2023-24,4,19,3.8,4.8,4.8,-19.5,-0.93,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,1.0,0.0,0.0,,1.00,0.0,0.0,0.0,,0.00,4.8,4.8,4.8,1.6,0.07
Jason Richardson,2005-06,Jason Richardson 2005-06,73,2121,14.8,15.1,16.7,-1.8,-0.30,0.2,0.3,0.3,-30.9,-0.09,5.7,5.1,5.5,10.9,0.59,2.0,1.8,1.7,10.9,0.18,5.9,4.5,5.0,28.3,1.41,28.6,26.8,29.1,6.2,1.80
Jason Richardson,2006-07,Jason Richardson 2006-07,48,1065,9.5,9.9,11.0,-4.2,-0.46,0.4,0.4,0.4,2.8,0.01,4.5,4.3,4.5,3.9,0.18,1.7,1.8,1.7,-8.5,-0.15,5.8,4.2,4.6,33.6,1.56,21.8,20.7,22.2,5.1,1.13
Jason Richardson,2007-08,Jason Richardson 2007-08,77,2158,10.6,11.6,12.7,-7.5,-0.96,0.5,0.6,0.6,-14.1,-0.09,8.3,7.3,7.6,13.7,1.04,2.3,2.0,1.7,19.4,0.33,6.7,4.9,5.4,33.1,1.79,28.4,26.3,28.0,7.6,2.12
Jason Richardson,2008-09,Jason Richardson 2008-09,72,1434,6.9,7.1,7.8,-2.2,-0.17,0.5,0.4,0.5,13.9,0.07,5.8,5.3,5.4,9.2,0.50,2.1,1.8,1.6,20.7,0.33,6.0,4.2,4.6,39.0,1.80,21.3,18.8,19.9,12.7,2.53
Jason Richardson,2009-10,Jason Richardson 2009-10,79,1484,7.0,6.8,7.4,3.4,0.25,0.3,0.2,0.2,19.2,0.05,5.6,4.8,5.0,14.5,0.73,2.5,2.1,1.8,22.5,0.42,5.2,3.9,4.3,29.8,1.27,20.5,17.8,18.8,14.4,2.71
Jason Richardson,2010-11,Jason Richardson 2010-11,81,1544,6.9,6.6,7.2,5.2,0.38,0.4,0.3,0.4,8.4,0.03,6.5,5.9,6.2,9.1,0.56,1.8,1.4,1.3,28.0,0.37,4.7,3.6,4.0,26.5,1.05,20.3,17.9,19.1,12.5,2.39
Jason Richardson,2011-12,Jason Richardson 2011-12,54,933,7.0,6.6,7.6,5.0,0.38,0.5,0.4,0.4,19.5,0.08,5.1,5.1,5.5,-1.4,-0.08,1.3,1.3,1.1,4.5,0.05,3.1,2.3,2.6,31.7,0.83,16.9,15.7,17.3,7.3,1.26
Jason Richardson,2012-13,Jason Richardson 2012-13,33,499,5.0,5.3,6.0,-5.3,-0.31,0.6,1.0,1.1,-29.7,-0.32,5.2,4.6,4.8,10.9,0.53,0.7,0.8,0.8,-22.0,-0.17,2.8,2.2,2.5,25.5,0.63,14.3,14.0,15.1,2.4,0.36
Jason Richardson,2014-15,Jason Richardson 2014-15,19,305,6.3,6.8,7.6,-6.4,-0.49,0.9,0.8,0.8,16.4,0.14,3.2,3.7,3.8,-14.0,-0.54,0.7,0.7,0.6,1.6,0.01,3.3,2.8,3.2,13.5,0.42,14.3,14.8,16.1,-2.8,-0.45
Jason Smith,2007-08,Jason Smith 2007-08,75,400,0.9,1.4,1.5,-33.5,-0.50,0.9,0.7,0.7,22.9,0.16,1.1,1.5,1.6,-30.5,-0.48,1.3,1.2,1.1,10.9,0.12,0.7,0.5,0.5,41.2,0.20,4.7,5.3,5.3,-9.4,-0.50
Jason Smith,2008-09,Jason Smith 2008-09,4,0,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00,0.0,0.0,0.0,,0.00
Jason Smith,2009-10,Jason Smith 2009-10,56,311,1.9,2.2,2.4,-10.6,-0.25,0.5,0.6,0.6,-19.6,-0.11,0.9,1.2,1.2,-19.0,-0.22,1.2,1.0,1.0,21.9,0.21,0.4,0.4,0.5,-9.8,-0.05,4.9,5.3,5.6,-7.6,-0.42
Jason Smith,2010-11,Jason Smith 2010-11,76,478,1.4,1.7,1.8,-14.4,-0.26,1.7,1.8,1.8,-8.1,-0.15,1.3,1.5,1.5,-14.5,-0.22,0.9,0.9,0.9,1.8,0.02,0.2,0.2,0.3,-22.2,-0.06,5.4,6.1,6.3,-10.7,-0.67
Jason Smith,2011-12,Jason Smith 2011-12,40,495,3.0,3.2,3.7,-6.3,-0.23,3.0,2.9,3.0,2.9,0.09,2.7,2.9,3.2,-8.5,-0.27,2.7,2.1,2.0,29.8,0.60,0.8,0.5,0.6,56.0,0.32,12.2,11.6,12.4,4.2,0.52
Jason Smith,2012-13,Jason Smith 2012-13,51,533,2.5,2.9,3.2,-12.7,-0.41,3.1,2.8,2.8,9.5,0.27,2.0,2.2,2.3,-7.7,-0.17,1.8,1.7,1.6,2.4,0.04,0.6,0.4,0.5,34.8,0.17,9.9,10.0,10.5,-1.0,-0.10
Jason Smith,2013-14,Jason Smith 2013-14,31,410,3.0,3.4,3.8,-10.5,-0.40,3.1,3.2,3.2,-3.7,-0.12,3.4,3.9,4.0,-11.0,-0.43,1.7,1.7,1.5,1.0,0.02,0.9,0.6,0.7,42.9,0.29,12.2,12.8,13.2,-4.9,-0.65
Jason Smith,2014-15,Jason Smith 2014-15,82,1145,6.7,6.7,7.5,-0.1,-0.01,1.7,1.8,1.9,-7.2,-0.13,2.9,3.0,3.1,-2.6,-0.08,0.8,1.0,0.9,-17.7,-0.17,0.5,0.5,0.6,1.9,0.01,12.7,13.0,14.0,-2.7,-0.38
Jason Smith,2015-16,Jason Smith 2015-16,76,760,2.6,2.9,3.2,-10.9,-0.35,3.2,3.2,3.1,1.9,0.06,2.2,2.3,2.4,-5.8,-0.14,0.9,0.9,0.8,-2.3,-0.02,0.6,0.5,0.5,29.6,0.15,9.4,9.7,10.0,-3.0,-0.30
Jason Smith,2016-17,Jason Smith 2016-17,74,504,1.4,1.8,1.9,-22.4,-0.43,2.1,1.8,1.8,16.9,0.30,2.0,1.9,1.9,5.2,0.10,0.8,0.8,0.7,7.5,0.05,0.7,0.5,0.5,41.7,0.20,7.0,6.8,6.8,3.2,0.22
Jason Smith,2017-18,Jason Smith 2017-18,32,174,1.4,1.5,1.6,-9.4,-0.15,1.4,1.4,1.3,-3.1,-0.04,0.9,1.4,1.4,-38.7,-0.54,1.0,1.0,0.8,4.9,0.04,0.1,0.2,0.3,-45.0,-0.11,4.8,5.6,5.4,-14.9,-0.81
Jason Smith,2018-19,Jason Smith 2018-19,18,107,2.6,2.6,2.7,-1.2,-0.03,0.9,1.0,0.9,-15.5,-0.15,0.7,1.0,0.9,-24.6,-0.23,0.8,1.1,0.9,-30.5,-0.29,0.3,0.4,0.4,-10.4,-0.04,5.3,6.0,5.9,-12.5,-0.74
Jason Terry,2005-06,Jason Terry 2005-06,79,1817,12.6,11.8,13.0,6.7,0.87,0.5,0.5,0.5,4.7,0.02,5.8,4.8,5.1,20.4,1.03,0.2,0.1,0.1,34.7,0.04,4.8,3.9,4.3,22.6,0.97,24.0,21.1,23.0,12.8,2.93
Jason Terry,2006-07,Jason Terry 2006-07,81,2047,15.0,13.6,15.0,9.4,1.40,0.2,0.2,0.2,12.1,0.03,5.7,4.8,5.0,18.8,0.94,0.3,0.3,0.2,16.7,0.04,5.5,4.4,4.8,23.6,1.14,26.8,23.2,25.3,14.1,3.55
Jason Terry,2007-08,Jason Terry 2007-08,82,1680,9.8,9.4,10.3,4.0,0.41,0.6,0.5,0.5,20.1,0.11,5.7,5.1,5.3,11.2,0.60,0.2,0.3,0.2,-15.3,-0.03,5.1,3.7,4.1,31.9,1.31,21.5,19.1,20.5,11.7,2.40
Jason Terry,2008-09,Jason Terry 2008-09,74,1944,12.8,11.9,13.1,6.5,0.85,0.7,0.6,0.7,14.4,0.10,7.4,6.8,7.1,8.2,0.58,0.5,0.4,0.4,14.5,0.06,6.5,4.6,5.0,37.3,1.88,27.9,24.4,26.3,13.2,3.47
Jason Terry,2009-10,Jason Terry 2009-10,77,1925,12.6,12.1,13.3,3.6,0.48,0.7,0.7,0.7,8.0,0.06,6.7,5.9,6.2,13.0,0.81,0.4,0.4,0.4,-7.0,-0.02,5.3,4.1,4.5,27.6,1.23,25.7,23.2,25.0,10.2,2.55
Jason Terry,2010-11,Jason Terry 2010-11,82,2143,13.9,13.3,14.7,4.2,0.62,0.6,0.7,0.7,-10.7,-0.08,6.5,5.6,5.9,14.6,0.86,0.6,0.5,0.5,15.0,0.07,4.9,4.0,4.4,20.7,0.92,26.5,24.2,26.1,9.1,2.38
Jason Terry,2011-12,Jason Terry 2011-12,63,1573,12.9,12.6,14.4,2.4,0.35,1.2,1.0,1.1,19.3,0.21,5.6,4.7,5.0,19.3,0.97,0.4,0.4,0.3,17.7,0.06,4.2,3.7,4.2,12.6,0.53,24.4,22.2,25.0,8.5,2.11
Jason Terry,2012-13,Jason Terry 2012-13,79,1279,7.2,7.1,8.0,1.4,0.11,0.5,0.4,0.4,9.2,0.04,5.5,4.6,4.8,19.8,0.96,0.1,0.1,0.1,-20.6,-0.01,3.1,2.6,2.9,17.5,0.50,16.3,14.7,16.2,9.8,1.59
Jason Terry,2013-14,Jason Terry 2013-14,35,318,4.6,4.3,4.8,5.0,0.24,0.1,0.1,0.1,32.3,0.04,2.2,2.5,2.6,-11.7,-0.30,0.0,0.0,0.0,-90.0,-0.03,1.9,1.4,1.6,25.6,0.41,8.7,8.4,9.1,3.9,0.36
Jason Terry,2014-15,Jason Terry 2014-15,77,940,4.6,5.2,5.8,-10.1,-0.58,0.3,0.3,0.3,17.8,0.05,3.9,3.1,3.2,26.0,0.83,0.1,0.1,0.1,-16.9,-0.02,3.0,2.6,2.9,16.0,0.46,12.0,11.2,12.2,6.1,0.74
Jason Terry,2015-16,Jason Terry 2015-16,72,685,4.0,3.8,4.2,4.3,0.18,0.5,0.4,0.4,19.0,0.08,3.0,2.8,2.9,6.4,0.18,0.0,0.0,0.0,,0.00,2.3,1.9,2.0,22.9,0.46,9.8,8.9,9.5,9.5,0.91
Jason Terry,2016-17,Jason Terry 2016-17,74,507,2.8,2.7,2.9,3.5,0.10,0.2,0.2,0.3,-7.5,-0.02,2.6,1.9,1.9,36.4,0.71,0.1,0.1,0.1,0.3,0.00,1.8,1.6,1.7,12.1,0.20,7.6,6.6,6.9,14.4,0.99
Jason Terry,2017-18,Jason Terry 2017-18,48,330,2.8,2.8,3.0,-0.9,-0.03,0.2,0.4,0.4,-34.1,-0.12,1.9,1.8,1.8,2.5,0.04,0.0,0.0,0.0,,0.00,1.9,1.7,1.8,10.9,0.19,6.7,6.7,6.9,1.3,0.09
Jason Thompson,2008-09,Jason Thompson 2008-09,82,1197,5.0,6.0,6.5,-14.1,-0.92,1.3,1.2,1.2,8.1,0.09,1.5,1.6,1.6,-4.1,-0.07,4.4,4.1,3.8,5.8,0.22,1.7,1.3,1.4,28.3,0.41,14.0,14.3,14.6,-1.8,-0.27
Jason Thompson,2009-10,Jason Thompson 2009-10,75,1343,6.8,7.6,8.3,-8.6,-0.71,1.9,2.0,2.0,-6.6,-0.13,2.1,2.4,2.5,-14.0,-0.35,4.2,4.0,3.7,4.5,0.17,1.7,1.3,1.5,26.9,0.39,16.8,17.4,17.9,-3.5,-0.63
Jason Thompson,2010-11,Jason Thompson 2010-11,75,946,4.6,5.4,6.0,-13.2,-0.79,1.3,1.3,1.3,-0.8,-0.01,1.1,1.5,1.5,-22.4,-0.34,3.4,2.9,2.7,16.3,0.45,1.4,1.0,1.1,39.4,0.42,11.9,12.1,12.6,-2.2,-0.27
Jason Thompson,2011-12,Jason Thompson 2011-12,64,779,4.6,4.5,5.2,0.6,0.03,0.9,1.0,1.0,-10.8,-0.11,0.6,0.7,0.7,-7.7,-0.06,3.7,3.7,3.5,0.1,0.00,2.3,1.5,1.7,48.7,0.82,12.1,11.4,12.2,5.6,0.69
Jason Thompson,2012-13,Jason Thompson 2012-13,82,1125,5.1,5.2,5.8,-1.4,-0.08,1.6,1.7,1.7,-2.3,-0.04,1.1,1.2,1.2,-10.6,-0.13,4.2,3.9,3.7,8.1,0.30,1.4,1.2,1.3,19.3,0.25,13.4,13.1,13.7,2.2,0.30
Jason Thompson,2013-14,Jason Thompson 2013-14,82,796,3.7,4.3,4.8,-12.6,-0.60,1.0,0.9,0.9,6.7,0.06,0.5,0.8,0.8,-33.4,-0.27,3.1,2.9,2.7,7.4,0.20,0.6,0.5,0.5,29.1,0.15,8.9,9.3,9.7,-4.9,-0.47
